課名,教師,流水號,課號,課程識別碼,必選修,開課系所,上課時間,上課地點,加簽類別,授課語言,學分,修課人數上限,詳情頁URL
碳定價：理論與實務應用,劉哲良,18558,AGEC5051,627U1380,選修,,"五 7,8",農經二,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/18558
糧食問題,魏敏芳,27024,AGEC5052,627U0410,選修,,"二 5,6,7",農經二,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/27024
產業政策,巫凱琳,19384,AGEC5053,627U1390,選修,,"三 2,3,4",農經三,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/19384
大數據分析,孫立群,54329,AGEC5057,627U1430,選修,,"四 2,3,4",農經會議室,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/54329
專題討論一,陳郁蕙,19902,AGEC7001,627M0030,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/19902
專題討論二,陳郁蕙,15408,AGEC7002,627M0040,必修,,"五 7,8",一樓研討室,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/15408
專題演講一,陳郁蕙,34016,AGEC7003,627M0050,必修,,"五 7,8",,2 類,,0,,https://course.ntu.edu.tw/courses/114-1/34016
個體經濟理論一,魏敏芳,21551,AGEC7020,627M1650,必修,,"一 7,8,9",農經二,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/21551
總體經濟理論,葉國俊,18413,AGEC7022,627M1670,必修,,"一 3,4,5",農經三,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/18413
應用計量經濟學,張宏浩,19273,AGEC7035,627M2240,必修,,"二 3,4,5",農經三,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/19273
專題研究三,雷立芬,47046,AGEC7069,627M4630,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/47046
專題研究三,魏敏芳,12221,AGEC7069,627M4630,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/12221
專題研究三,巫凱琳,25128,AGEC7069,627M4630,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/25128
專題研究三,魏敏芳,34090,AGEC7069,627M4630,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/34090
專題研究三,雷立芬,10826,AGEC7069,627M4630,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/10826
專題研究三,林柏熊,52255,AGEC7069,627M4630,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/52255
專題研究三,張宏浩,45274,AGEC7069,627M4630,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/45274
專題研究三,劉  鋼,25885,AGEC7069,627M4630,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/25885
專題研究三,羅竹平,11113,AGEC7069,627M4630,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/11113
專題研究三,魏敏芳,19359,AGEC7069,627M4630,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/19359
專題研究三,劉  鋼,19690,AGEC7069,627M4630,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/19690
專題研究三,何率慈,59355,AGEC7069,627M4630,選修,,,,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/59355
個體經濟學,楊豐安,17646,AGEC7075,627M4700,必修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/17646
總體經濟學,林柏熊,55158,AGEC7079,627M4740,必修,,"三 3,4,5",公共接待室,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/55158
研究方法論,劉  鋼,29563,AGEC7082,627M4770,必修,,"五 2,3,4",農經三,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/29563
論文寫作,雷立芬,52698,AGEC7105,627M5020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/52698
論文寫作,陳郁蕙,31774,AGEC7105,627M5020,必修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/31774
論文寫作,張宏浩,14327,AGEC7105,627M5020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/14327
論文寫作,劉  鋼,16718,AGEC7105,627M5020,必修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/16718
論文寫作,楊豐安,17862,AGEC7105,627M5020,必修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/17862
論文寫作,陳  暐,43793,AGEC7105,627M5020,必修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/43793
論文寫作,巫凱琳,95087,AGEC7105,627M5020,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/95087
國際農業體驗,張宏浩,22264,AGEC7106,627M9500,選修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/22264
中國經濟,羅竹平,29673,AGEC7111,627M9700,選修,,"三 7,8,9",,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/29673
產業經濟學與財務分析,雷立芬,44298,AGEC7127,627M5170,必修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/44298
數量方法,楊豐安,55328,AGEC7129,627M5190,必修,,"一 7,8,9",公共接待室,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/55328
休閒產業經營管理,雷立芬,30883,AGEC7140,627M4690,選修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/30883
碩士論文,,27797,AGEC7999,627M0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/27797
專題討論一,陳郁蕙,51428,AGEC8001,627D0030,必修,,"五 7,8",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/51428
專題討論二,陳郁蕙,34454,AGEC8002,627D0040,必修,,"五 7,8",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/34454
專題演講二,陳郁蕙,19906,AGEC8003,627D0100,必修,,"五 7,8",,2 類,,0,,https://course.ntu.edu.tw/courses/114-1/19906
專題研究五,張宏浩,26397,AGEC8008,627D1750,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/26397
專題研究五,何率慈,21677,AGEC8008,627D1750,選修,,,,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/21677
專題研究五,楊豐安,56138,AGEC8008,627D1750,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/56138
專題研究五,林柏熊,59796,AGEC8008,627D1750,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/59796
制度經濟學,雷立芬,19474,AGEC8035,627D1230,選修,,"五 2,3,4",公共接待室,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/19474
高等環境經濟學,林柏熊,21844,AGEC8044,627D1390,選修,,"四 6,7,8",農經會議室,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/21844
作物科學導論,黃文達,54301,Agron1008,60110700,必帶,,"三 6,7",農藝112,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/54301
現代農業體驗一,董致韡,20333,Agron1010,60110810,必修 / 選修,,"四 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/20333
現代農業體驗一,林淑怡,14524,Agron1010,60110810,必修 / 選修,,"四 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/14524
現代農業體驗一,陳靜宜,53373,Agron1010,60110810,必修 / 選修,,"四 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/53373
現代農業體驗一,石曜合,10074,Agron1010,60110810,選修,,"四 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/10074
現代農業體驗一,張宏浩,11662,Agron1010,60110810,選修,,"一 7,8,9",,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/11662
現代農業體驗一,莊汶博,52383,Agron1010,60110810,必修 / 選修,,"四 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/52383
現代農業體驗二,張育森,13688,Agron1011,60110820,必修 / 選修,,"四 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/13688
現代農業體驗二,林雅芬,11011,Agron1011,60110820,必修 / 選修,,"四 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/11011
現代農業體驗二,賴喜美,29317,Agron1011,60110820,必修 / 選修,,"四 6,7,8",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/29317
現代農業體驗二,廖國基,30375,Agron1011,60110820,必修 / 選修,,"四 7,8,9",,3 類,,1,,https://course.ntu.edu.tw/courses/114-1/30375
現代農業體驗二,林書妍,26759,Agron1011,60110820,必修 / 選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/26759
現代農業體驗二,顏炳郎,22350,Agron1011,60110820,必修 / 選修,,"四 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/22350
現代農業體驗二,蔡明哲,19704,Agron1011,60110820,必修 / 選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/19704
田園生活體驗一,董致韡,53791,Agron1013,60110910,選修,,"四 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/53791
田園生活體驗一,林淑怡,49710,Agron1013,60110910,選修,,"四 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/49710
田園生活體驗一,陳靜宜,55283,Agron1013,60110910,選修,,"四 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/55283
田園生活體驗一,石曜合,10636,Agron1013,60110910,選修,,"四 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/10636
田園生活體驗一,張宏浩,24328,Agron1013,60110910,選修,,"一 7,8,9",,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/24328
田園生活體驗一,莊汶博,53936,Agron1013,60110910,選修,,"四 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/53936
田園生活體驗二,張育森,58557,Agron1014,60110920,選修,,"四 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/58557
田園生活體驗二,林雅芬,47917,Agron1014,60110920,選修,,"四 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/47917
田園生活體驗二,賴喜美,40981,Agron1014,60110920,選修,,"四 6,7,8",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/40981
田園生活體驗二,廖國基,39691,Agron1014,60110920,選修,,"四 7,8,9",,3 類,,1,,https://course.ntu.edu.tw/courses/114-1/39691
田園生活體驗二,林書妍,19027,Agron1014,60110920,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/19027
田園生活體驗二,顏炳郎,58935,Agron1014,60110920,選修,,"四 7,8,9",,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/58935
田園生活體驗二,蔡明哲,46255,Agron1014,60110920,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/46255
學士論文下,林香君,57828,Agron1025,60149502,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/57828
統計學,廖振鐸,38329,Agron2002,60120020,必帶 / 必修 / 選修,,"四 6,7,8",,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/38329
統計學,陳虹諺,17700,Agron2002,60120020,必帶 / 必修 / 選修,,"二 3,4,5",新103,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/17700
試驗設計學,廖振鐸,31393,Agron2013,60128010,必帶 / 選修,,"三 3,4,6",農藝206,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/31393
作物學各論一,莊汶博,25157,Agron3001,60130200,必帶 / 選修,,"二 6,7 / 五 2",共205,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/25157
作物學實習一,莊汶博,17299,Agron3003,60130310,必帶 / 選修,,"五 6,7,8",農場考種館,2 類,,1,,https://course.ntu.edu.tw/courses/114-1/17299
作物生理學,蔡育彰,22646,Agron4001,60140000,必帶,,"三 6 / 四 6,7",農藝108,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/22646
專題討論上,蔡政安,26719,Agron4010,60149101,必帶,,"四 3,4",農藝112,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/26719
專題研究一,黃文達,53541,Agron4013,60149810,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/53541
專題研究一,林彥蓉,34030,Agron4013,60149810,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/34030
專題研究一,董致韡,18496,Agron4013,60149810,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/18496
專題研究一,莊汶博,10972,Agron4013,60149810,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/10972
專題研究一,林雅芬,17524,Agron4013,60149810,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/17524
專題研究一,林維怡,38930,Agron4013,60149810,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/38930
專題研究一,陳虹諺,46944,Agron4013,60149810,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/46944
專題研究一,吳泓熹,51792,Agron4013,60149810,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/51792
專題研究一,林香君,58459,Agron4013,60149810,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/58459
高等遺傳學,林彥蓉,46482,Agron5001,621U1330,選修,,"二 3,4,6",農藝206,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/46482
高等生物統計法一,蔡政安,49211,Agron5002,621U1930,選修,,"一 2,3,4",農藝206,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/49211
植物細胞與組織培養,王淑珍,19897,Agron5028,621U6160,選修,,"二 1,2",新204,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/19897
植物細胞與組織培養實習,王淑珍,25686,Agron5029,621U6170,選修,,"一 6,7,8,9",,2 類,,2,,https://course.ntu.edu.tw/courses/114-1/25686
作物功能基因體學,常玉強,49848,Agron5041,621U6290,選修,,"一 2,3,4",農藝108,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/49848
生物資訊學導論,吳泓熹,32429,Agron5050,621U6390,選修,,"五 6,7,8",,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/32429
作物抗病育種學,陳凱儀,23520,Agron5071,621U5000,選修,,"二 8,9",共406,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/23520
複因子試驗之設計與分析,蔡欣甫,18592,Agron5077,621U6630,選修,,"四 6,7,8",生統教室,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/18592
香料植物學,林維怡,42634,Agron5083,621U6690,選修,,,,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/42634
草坪管理與實務,林香君,47795,Agron5084,621U6700,選修,,,,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/47795
類別資料分析,邱春火,53194,Agron5096,621U5570,選修,,"四 6,7,8",農藝112,1 類,,3,,https://course.ntu.edu.tw/courses/114-1/53194
專題研究,廖振鐸,44728,Agron7001,621M0050,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/44728
專題研究,陳凱儀,22362,Agron7001,621M0050,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/22362
專題研究,林彥蓉,36323,Agron7001,621M0050,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/36323
專題研究,董致韡,52369,Agron7001,621M0050,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/52369
專題研究,蔡育彰,50291,Agron7001,621M0050,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/50291
專題研究,莊汶博,22312,Agron7001,621M0050,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/22312
專題研究,林雅芬,19019,Agron7001,621M0050,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/19019
專題研究,林維怡,53585,Agron7001,621M0050,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/53585
專題研究,陳虹諺,22132,Agron7001,621M0050,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/22132
專題研究,吳泓熹,19598,Agron7001,621M0050,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/19598
專題研究,林香君,55395,Agron7001,621M0050,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/55395
專題討論,蔡欣甫,24350,Agron7002,621M0070,選修,,"五 3,4",農藝304,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/24350
專題討論,常玉強,56997,Agron7002,621M0070,必修,,"五 3,4",農藝112,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/56997
高等作物學,林香君,20554,Agron7003,621M1010,必修,,"三 7,8,9",農藝108,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/20554
作物生理學研究法,蔡育彰,48221,Agron7034,621M2070,必修,,"二 3,4",農藝212,1 類,,4,,https://course.ntu.edu.tw/courses/114-1/48221
碩士論文,,37933,Agron7999,621M0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/37933
專題研究,陳凱儀,56161,Agron8001,621D0060,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/56161
專題研究,林彥蓉,57017,Agron8001,621D0060,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/57017
專題研究,林雅芬,45761,Agron8001,621D0060,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-1/45761
專題討論,蔡欣甫,56448,Agron8002,621D0070,選修,,"五 3,4",,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/56448
專題討論,常玉強,25440,Agron8002,621D0070,必修,,"五 3,4",,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/25440
博士論文,,21800,Agron8999,621D0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/21800
人工智慧導論,"四 6,7,8",22133,AIA1310,L0111310,選修,,,,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/22133
生成式人工智慧與機器學習導論,李宏毅,40337,AIA1390,L0111390,選修,,"五 7,8,9",新202,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/40337
基礎程式設計(C++),黃上恩,33813,AIA1400,L0111400,選修,,"一 2,3,4",,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/33813
自然語言處理,"二 6,7 / 四 6",14441,AIA5320,L01U1320,選修,,,,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/14441
資料探勘與應用,"一 2,3,4",29188,AIA5330,L01U1330,選修,,,,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/29188
生成式AI：文字與圖像生成的原理與實務,溫在弘,29760,AIA5370,L01U1370,選修,,"二 8,9,10,A",,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/29760
智慧人機互動,"四 6,7,8",30241,AIA5390,L01U1390,選修,,,,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/30241
工程與人體物理學,許聿翔,56983,AM5024,543U5310,選修,,"二 7,8,9",應111,2 類,,3,,https://course.ntu.edu.tw/courses/114-1/56983
能源科學故事（一）原子能,陳發林,17132,AM5030,54330010,,,"一 7,8,9",應113,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/17132
專題討論一,張建成,29535,AM7001,543M0020,必修,,"一 7,8,9",,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/29535
專題討論一,王安邦,56299,AM7001,543M0020,必修,,"一 7,8,9",,1 類,,1,,https://course.ntu.edu.tw/courses/114-1/56299
專題研究,陳瑞琳,30937,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/30937
專題研究,吳光鐘,47676,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/47676
專題研究,張建成,26735,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/26735
專題研究,陳發林,35075,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/35075
專題研究,李世光,25467,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/25467
專題研究,劉佩玲,16472,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/16472
專題研究,胡文聰,40433,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/40433
專題研究,王立昇,52929,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/52929
專題研究,沈弘俊,48427,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/48427
專題研究,張培仁,50169,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/50169
專題研究,王安邦,35937,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/35937
專題研究,舒貽忠,24385,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/24385
專題研究,陳國慶,54039,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/54039
專題研究,趙聖德,50618,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/50618
專題研究,陳建彰,10195,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/10195
專題研究,周逸儒,19907,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/19907
專題研究,潘斯文,49790,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/49790
專題研究,陳建甫,21184,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/21184
專題研究,江宏仁,16273,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/16273
專題研究,許聿翔,43776,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/43776
專題研究,李尉彰,28411,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/28411
專題研究,陳志鴻,55702,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/55702
專題研究,林哲宇,21657,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/21657
專題研究,周佳靚,58563,AM7003,543M0070,選修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-1/58563
